sentence,label,idx
sade achieves the near-impossible ,1,31867
deeply concerned with morality ,1,30861
see a romance this smart ,1,66760
"so sloppy , so uneven , so ",0,42727
"a cellophane-pop remake of the punk classic ladies and gentlemen , the fabulous stains ... crossroads is never much worse than bland or better than inconsequential ",0,40007
does somehow manage to get you under its spell ,1,2042
at keeping themselves kicking ,1,20109
"world traveler might not go anywhere new , or arrive anyplace special , but it 's certainly an honest attempt to get at something . ",1,26927
of the problems with the film ,0,34945
ethnic sleeper ,1,37383
", a ripping good yarn is told . ",1,37107
's what makes it worth a recommendation ,1,37237
keep you engaged ,1,24659
's nothing interesting in unfaithful whatsoever ,0,9605
sit and stare and turn away from one another instead of talking ,0,25613
'm not sure these words have ever been together in the same sentence ,0,17308
"proved too difficult a text to ` lick , ' despite the efforts of a first-rate cast . ",0,14018
castrated ,0,56943
it 's a fantastic movie ,1,33640
", standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill ",0,5701
wedgie ,0,61948
of a brutally honest individual like prophet jack ,1,2792
the best ,1,58694
makes less sense than the bruckheimeresque american action flicks it emulates . ,0,35475
"the jokes , most at women 's expense ",0,46762
perfectly pleasant if ,1,38744
his life drew to a close ,0,24732
's lovely ,1,43984
appreciates the art and reveals a music scene that transcends culture and race . ,1,16461
should be able to appreciate the wonderful cinematography and naturalistic acting . ,1,10485
a snore and ,0,7627
are rendered with such clarity that it 's as if it all happened only yesterday ,1,26315
the cinema world 's great visual stylists ,1,33292
what 's missing in murder by numbers is any real psychological grounding for the teens ' deviant behavior . ,0,54990
"is complex from the start -- and , refreshingly , stays that way . ",1,9290
"is an accuracy of observation in the work of the director , frank novak , that keeps the film grounded in an undeniable social realism . ",1,1410
skilled ,1,47676
"like the imaginary sport it projects onto the screen -- loud , violent and mindless . ",0,2877
considerable ,1,8815
grinds itself out ,0,16585
much as i laughed throughout the movie ,1,24993
emotionally complex ,1,50646
an eloquent memorial ,1,37170
", however entertainingly presented , ",0,46899
with a wonderful ensemble cast of characters that bring the routine day to day struggles of the working class to life ,1,1002
"to mind , while watching eric rohmer 's tribute to a courageous scottish lady ",1,55215
's a solid movie about people whose lives are anything but ,1,8121
contriving ,0,56811
the big summer movies ,1,53588
"a tremendous , offbeat sense of style and humor that suggests he was influenced by some of the filmmakers who have directed him , especially the coen brothers and steven soderbergh ",1,36143
clooney directs this film always keeping the balance between the fantastic and the believable ... ,1,45612
"that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress ",1,48279
"the bottom line with nemesis is the same as it has been with all the films in the series : fans will undoubtedly enjoy it , and the uncommitted need n't waste their time on it ",0,27153
"this retooled machine is ultimately effective enough at achieving the modest , crowd-pleasing goals it sets for itself . ",1,4356
"watch for that sense of openness , the little surprises . ",1,33289
the script was reportedly rewritten a dozen times -- either 11 times too many or else too few ,0,67037
"as you watch them clumsily mugging their way through snow dogs , ",0,19141
jfk conspiracy nuts ,0,62138
"too goodly , wise and knowing or downright comically evil ",1,41148
the increasingly diverse french director ,1,59672
more than a ,1,55192
has its redundancies ,0,31355
the style and flash of the double-cross that made mamet 's `` house of games '' and last fall 's `` heist '' so much fun ,1,5993
jazzy score ,1,7281
"`` sorority boys '' was funnier , and that movie was pretty bad . ",0,10567
is both a snore and utter tripe . ,0,19117
quickly sinks into by-the-numbers territory . ,0,65976
this 20th anniversary edition of the film ,1,44721
"content merely to lionize its title character and exploit his anger - all for easy sanctimony , formulaic thrills and a ham-fisted sermon on the need for national health insurance . ",0,65000
misconceived final ,0,49309
"might have been saved if the director , tom dey , had spliced together bits and pieces of midnight run and 48 hours ( and , for that matter , shrek ) ",0,49575
resentment ,0,66330
value whatsoever ,0,5043
that there is nothing in it to engage children emotionally ,0,37066
a captivatingly quirky hybrid ,1,46891
"a strong and confident work which works so well for the first 89 minutes , but ends so horrendously confusing in the final two ",1,34716
creates images even more haunting than those in mr. spielberg 's 1993 classic ,1,18744
tired retread ,0,56622
sorvino glides gracefully from male persona to female without missing a beat . ,1,45650
opening up ,1,60489
addition to scoring high for originality of plot ,1,15388
daughter ,1,6214
final verdict ,1,43308
by his lack of self-awareness ,0,53323
pulpy ,0,59049
the simpering soundtrack and editing ,0,14048
its economical ,1,34984
cinematic bon bons ,1,130
get out ,0,8024
is wrong in its sequel ,0,51105
"fascination , ",1,24071
is cinema ,1,37889
"the gifts of all involved , starting with spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together . ",1,49195
enthrall the whole family ,1,12342
of all ages ,1,2423
"stuffy , full of itself , ",0,31254
hold onto what 's left of his passe ' chopsocky glory ,0,4763
be underestimated ,0,43368
honest insight ,1,45879
awarded mythic status in contemporary culture ,1,31998
", the film , directed by joel zwick , is heartfelt and hilarious in ways you ca n't fake . ",1,49171
is honestly affecting ,1,26042
more watchable ,1,64560
does not deserve to go down with a ship as leaky as this ,0,20539
"'s a lovely , sad dance highlighted by kwan 's unique directing style ",1,7674
"much a home video , and so devoid of artifice and purpose that it appears not to have been edited at all . ",0,34783
bristles with passion and energy ,1,1818
"shallow , noisy and pretentious . ",0,60328
a banal spiritual quest ,0,51038
"be seen as hip , winking social commentary ",1,33031
this modern mob music drama ,1,8486
for a reasonably intelligent person to get through the country bears ,0,50323
nothing but one relentlessly depressing situation after another for its entire running time ,0,21378
", it uses very little dialogue , making it relatively effortless to read and follow the action at the same time . ",1,58864
a 95-minute commercial ,0,24985
creates a fluid and mesmerizing sequence of images to match the words of nijinsky 's diaries . ,1,1452
"this would have been better than the fiction it has concocted , and ",0,29165
amusing for a good while ,1,3927
the film 's hero is a bore and his innocence soon becomes a questionable kind of inexcusable dumb innocence . ,0,53646
ultimately flawed ,0,24224
"it projects onto the screen -- loud , violent and mindless ",0,34244
real-life persona ,1,52362
letdown ,0,16443
jump-in-your-seat moment ,1,30327
acute expressiveness ,1,25451
is the action as gripping ,1,7721
"are complex and quirky , but entirely believable ",1,3108
"shrewd , powerful act ",1,58084
a definitive counter-cultural document ,1,54190
as well as rank frustration from those in the know about rubbo 's dumbed-down tactics ) ,0,44101
poor casting ,0,56903
`` abandon '' ,0,62887
"particularly balk , who 's finally been given a part worthy of her considerable talents ",1,61234
vacuous ,0,52270
bounces around with limp wrists ,0,21260
"has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted ",0,50482
outing with one of france 's most inventive directors ,1,9138
even murphy 's expert comic timing and famed charisma ca n't rescue this effort . ,0,37720
"this is rote spookiness , with nary an original idea ( or role , or edit , or score , or anything , really ) in sight ",0,61747
find it more than capable of rewarding them ,1,37558
a terrible movie that some people ,0,27556
"saturday night live-style parody , '70s blaxploitation films and goofball action comedy ",1,20553
"ignore the reputation , and ignore the film . ",0,2264
"fessenden has nurtured his metaphors at the expense of his narrative , but he does display an original talent . ",1,30462
